H_wage,Female,Black,Edu,Exp,Married
9.78,1,0,14,36,1
8,0,0,12,8,1
5.3,0,0,8,34,1
11.5,0,0,12,39,1
7.94,1,0,12,28,1
10.5263,1,0,16,4,1
11.6,0,0,13,32,1
6,1,0,12,26,1
6.19,0,0,12,9,1
10.42,1,1,12,28,1
6,0,1,18,16,1
6,0,1,12,26,1
22.5,0,0,16,4,1
2.35,1,0,10,26,1
3.8,1,0,8,30,0
6.6,1,0,12,29,1
5.5,1,0,12,14,1
15.3182,1,0,18,10,0
25,0,0,16,22,1
10.25,1,1,14,6,0
7.7,1,1,14,22,1
11.75,0,0,8,40,1
11.4286,1,0,12,19,1
7,0,0,12,24,0
18.75,1,0,16,28,1
12.5,0,0,16,5,0
8.175,1,1,18,6,1
12.15,0,0,16,4,1
7.6,0,1,8,35,1
3.8,1,1,12,20,1
14,1,0,12,18,1
6.25,1,0,14,20,1
15,0,0,12,31,1
4,1,0,9,34,1
12.5,0,0,6,24,0
9.6,0,0,12,16,0
11.6667,0,0,13,12,1
4.25,1,0,9,26,1
12.1778,0,0,14,12,1
13,1,0,16,4,1
10.99,0,0,9,31,1
15,0,0,12,13,0
7.42,1,1,14,8,0
25,0,1,18,9,0
7.9,1,0,10,27,0
9.98,0,0,12,41,1
39.5833,0,0,14,26,1
13.1579,1,0,12,22,0
4.25,1,0,16,4,0
8,1,0,13,23,1
6.26,1,0,12,10,1
4.2857,1,0,12,19,0
18,0,0,12,22,1
8,1,0,12,34,1
9,1,0,12,19,0
21.625,0,0,14,30,1
15.3,0,0,13,15,1
15.25,0,0,12,27,0
13.275,1,0,12,15,0
12.375,1,0,13,17,1
8,1,0,12,8,1
5.75,0,0,12,15,0
8.125,0,1,8,39,1
13,0,1,15,23,0
3.5,0,1,4,47,0
8,0,1,12,9,1
6,0,0,10,38,1
15,0,0,12,14,1
7.51,1,1,15,14,0
7.5,1,0,16,8,1
4.6053,1,0,10,43,0
7.7778,0,0,12,31,1
11.92,0,0,14,24,1
12.5,1,0,18,15,1
16.25,1,0,16,7,1
7.79,0,1,12,11,1
9,0,1,12,13,0
13,1,0,9,30,1
6.65,0,0,15,10,0
4.4,1,0,12,11,1
20,0,0,12,26,1
10.125,0,0,14,14,1
7.6923,0,0,12,10,1
8.125,1,0,16,16,1
10,1,0,16,19,0
10,0,0,12,34,1
7.5,1,0,15,5,0
9,0,0,12,15,1
4,1,1,12,10,1
3.8,1,0,12,16,1
10,0,0,14,7,1
15,0,0,13,12,1
15.2439,1,0,16,8,1
5,0,0,6,42,1
10.35,1,0,12,15,1
13.29,0,0,12,16,0
9,0,0,12,39,0
10.72,0,0,16,15,1
11.8,1,0,14,15,0
22.2222,0,0,12,16,1
13,0,0,12,19,1
5,0,1,12,16,1
5,0,0,13,24,1
10,1,0,12,29,1
10,0,0,12,18,1
5,1,0,16,20,1
11,1,0,14,10,1
15,1,0,14,26,1
39.375,0,0,18,22,1
35,0,0,14,39,1
9.7818,0,0,16,21,1
12.5,1,0,16,16,0
9.6,1,0,16,24,1
14,0,0,12,9,1
9,0,0,18,7,1
10,1,0,12,32,1
7,1,0,12,22,1
5,0,0,18,35,1
19.325,0,0,18,24,1
5,1,0,14,7,0
5.75,0,0,10,33,0
12.7778,0,0,13,10,0
14.4444,0,0,16,23,1
10.2,0,1,12,24,1
12.5,1,0,12,28,1
10,1,0,16,24,1
4.5,0,0,12,15,0
11,0,0,15,20,1
7.25,0,0,12,12,1
9,1,0,15,31,1
6.6889,0,0,16,6,1
16.825,1,0,14,22,1
2.1667,1,0,14,18,0
33.75,0,0,14,10,0
11,0,0,10,29,0
3.85,1,0,16,19,1
6.5333,1,0,14,28,1
12.5,1,0,12,35,1
3.85,1,0,9,26,1
9,1,0,12,20,1
10,0,0,11,11,1
12.5,1,0,18,19,0
7,1,0,13,18,1
21.1111,0,0,16,23,1
9,1,0,12,22,0
15.375,1,0,18,24,1
11.6,1,0,17,22,0
6.375,1,1,12,28,0
20.59,0,0,16,37,1
8,1,0,12,19,1
12,1,0,17,20,1
12.6,0,0,12,41,1
7.5,0,0,12,30,1
6,0,0,12,19,0
4,0,0,14,10,0
15.5556,1,0,16,25,1
15,0,0,16,21,1
21.25,0,0,18,33,1
11.22,0,0,12,13,1
7.5,1,0,12,9,0
8,0,0,12,24,1
11,0,0,11,14,1
13.8,0,0,18,31,1
12.5,1,0,12,20,1
6.82,0,0,12,23,0
10,0,0,12,31,0
6.5,0,1,14,10,0
15,0,0,14,16,1
9,1,0,14,7,1
17.8,0,0,16,20,0
4,1,0,15,10,1
15,0,0,14,8,1
20.8,0,0,13,11,1
4.85,1,0,10,17,1
5.5,1,0,12,39,0
5.5,1,0,11,17,1
6,0,0,16,4,0
4.5,1,0,15,28,1
15,1,0,17,20,1
21.25,0,0,15,18,1
7.25,1,0,12,10,1
11.75,0,0,14,19,1
10.5263,1,0,12,22,1
9.6,0,0,18,12,1
9.125,1,0,16,31,1
3.45,1,0,12,13,0
11,0,0,7,41,1
6.7,0,1,12,11,1
3.75,0,1,12,9,1
3.8,1,0,4,32,0
5.625,0,1,8,37,0
5.9091,0,0,12,15,1
13,0,0,12,28,1
18,0,0,15,14,1
17.425,0,0,12,36,1
7.5,1,0,18,27,0
16.25,0,1,12,21,1
10,1,0,13,20,0
10.5,0,0,12,21,0
12.7273,0,0,14,32,1
15.06,1,0,15,33,1
11.25,1,0,16,15,0
10.65,1,0,12,18,1
12.5,1,0,16,13,1
7.5,1,0,12,27,0
7.6,1,0,12,13,1
4.27,1,1,12,16,0
8.65,0,0,13,15,1
5,0,0,16,12,0
8.5,0,0,3,47,1
9,1,0,12,26,1
10.625,1,0,14,32,1
6.5,0,0,12,20,1
7.05,0,0,11,16,0
6.5,1,0,12,18,1
9.24,0,0,12,10,1
9.06,1,0,16,19,0
3.9,0,0,10,11,1
9.375,1,0,16,16,0
25,1,0,16,16,1
13.9535,0,0,11,36,1
8.075,1,0,16,11,1
6.6667,0,0,16,4,0
11.25,1,0,18,7,0
13.57,0,0,12,32,1
5,1,0,13,12,0
3.9,0,0,13,10,0
6.57,1,0,12,33,1
6.22,1,0,12,29,0
7.7,0,0,12,13,1
14,0,0,12,24,1
10,0,0,15,14,0
17,0,0,13,21,1
15.7,0,0,12,25,1
14.05,0,0,12,34,0
6.5,1,0,12,28,1
7.5,1,0,16,6,1
4.8,1,0,12,21,0
19,0,0,16,10,1
8,0,0,12,21,1
3.5,0,0,12,24,0
13.18,0,0,14,29,1
8.65,0,0,12,9,0
9.375,1,0,16,18,1
6.75,1,0,14,15,0
12,0,0,12,21,1
5.8,1,0,12,33,1
13,0,0,12,12,0
10.46,0,0,16,16,1
12,0,0,12,33,1
10,1,0,16,12,1
8.07,1,0,12,27,1
18.88,0,0,14,20,0
11,1,0,13,7,0
12.5,0,0,12,13,1
10.04,0,0,12,8,0
6.59,1,0,8,35,1
10,0,0,16,12,1
7.2,1,0,18,32,1
8.25,0,0,12,15,1
4.25,1,0,12,12,1
12.5,0,0,13,16,1
9,0,0,18,5,0
7,0,0,12,14,1
8.5,1,0,15,26,0
5.5,1,0,12,15,1
10.6667,0,0,17,13,1
12,0,0,12,12,1
6.6,1,0,10,12,1
36.15,0,0,18,22,1
10,1,0,15,12,1
10,0,0,12,14,0
19.5555,0,0,16,7,1
8.25,0,0,12,25,0
15,1,0,16,10,1
15.7,1,0,18,21,0
8.75,1,0,12,30,1
7,1,0,16,19,1
25,0,0,18,25,1
7.25,1,0,12,17,0
5,1,0,12,31,0
21.0526,1,1,17,22,1
3.27,1,0,13,18,1
8.69,1,0,4,30,1
20,1,0,16,31,1
6.5,1,1,11,16,0
5,1,0,9,42,1
5.63,1,0,4,28,1
8.5714,1,0,12,37,0
10,0,0,11,40,0
10.14,0,0,9,44,0
6.25,0,0,12,21,0
8.32,0,0,12,10,1
17.9737,0,0,16,13,1
18.46,0,0,13,13,1
12.7,1,0,16,23,0
18.26,0,0,12,40,1
10.21,0,0,12,25,1
10.49,0,0,14,18,1
8.375,0,0,14,13,1
8,0,0,12,13,0
9,0,0,13,17,1
12.5,0,0,12,25,1
17.5,0,0,17,7,1
5,0,0,15,6,0
8,1,0,13,35,1
10.05,0,0,12,15,0
19.2,0,0,16,29,1
12,0,0,12,14,1
10.33,0,0,14,21,1
13,0,0,16,22,1
25,0,0,18,11,1
8.75,1,0,12,24,1
11,0,0,12,30,1
7,1,0,10,36,1
8.3333,1,0,16,10,1
7,1,0,12,41,0
9.97,1,0,12,23,1
17.45,0,0,14,15,1
13.75,0,0,12,11,1
10.075,0,0,14,9,1
14.5833,0,0,15,15,0
10,1,0,12,32,0
7.6,1,1,16,14,0
7,0,0,11,12,0
11.62,0,0,12,12,0
4.5,0,1,11,33,1
6.5,0,0,12,37,1
20.8333,0,0,13,20,1
8.75,0,0,16,30,0
14.375,0,0,16,18,1
3.75,1,0,14,10,0
5.9091,0,0,12,10,0
14.1,0,0,13,17,0
8.125,1,0,12,22,1
6.75,0,0,12,21,1
11.2727,0,0,18,19,0
6.28,1,0,12,37,1
5.05,0,0,16,20,1
11.69,0,0,12,39,1
5.3571,1,0,17,4,0
5,1,0,16,14,0
5.3,1,0,14,14,1
5.4,1,0,13,16,1
3.5,1,0,12,25,1
8.75,0,0,12,23,1
4,0,0,11,12,0
12,0,0,14,22,1
8.8889,0,0,16,32,1
2.75,0,0,10,35,1
3.8,1,0,12,27,1
6,1,0,14,16,1
7,1,0,16,14,1
6.97,1,0,12,20,1
14,0,0,16,17,1
31.66,0,0,16,31,1
13.875,1,0,18,19,1
15,0,0,16,15,1
12,0,0,13,28,0
19.7,0,0,12,15,1
26,0,0,16,12,1
4.6,1,0,13,20,0
6,0,0,12,25,1
5,0,0,16,15,0
12.5,1,0,18,20,1
5.25,0,0,12,11,1
6.7,1,0,13,13,1
4.25,1,0,10,38,0
7.7,1,1,10,41,1
15,0,1,12,39,1
10,0,1,8,16,0
12.75,1,1,14,16,0
11.25,1,1,12,22,0
10,0,1,16,11,1
17.35,0,1,14,12,0
15.3818,1,1,18,14,0
38.46,0,0,18,18,0
14.45,0,1,10,38,1
6,1,1,16,29,0
6.25,1,1,4,41,0
11.92,0,0,12,8,1
11.5556,0,0,12,29,1
5.3,1,0,12,26,1
8.16,0,1,12,20,0
12.5,1,0,15,38,1
11.525,1,1,12,11,1
22,0,1,16,20,0
12.1,1,0,15,23,0
3.5,1,0,14,30,0
31.25,0,0,18,10,1
5,1,0,12,21,1
38.5,0,0,18,34,1
12.77,0,0,12,34,1
10,0,0,9,11,0
9.5,0,0,12,38,0
14.2,1,0,12,20,0
11.2,0,0,12,16,0
11.1111,1,0,13,10,1
6.67,1,0,13,7,0
5.475,1,0,12,15,1
18,0,0,9,29,1
18.1,0,0,13,21,1
14.2667,1,0,18,27,1
13,0,0,12,16,0
4.75,1,0,14,31,0
20,0,0,17,19,1
16,1,0,18,11,1
10,1,0,13,17,0
14.4737,0,0,18,11,1
21.2632,0,0,14,36,1
24.8,0,0,13,18,0
15,1,0,14,20,1
16.32,1,0,18,17,1
9.17,1,0,12,12,0
21,1,0,16,6,1
12.6316,1,1,14,13,1
21.25,1,0,14,17,0
20,1,0,14,38,1
9.375,1,0,12,15,1
9.25,0,0,16,16,1
24.4444,0,0,16,21,1
17.5,0,0,14,22,1
7.45,1,0,11,20,0
7.5,0,0,12,35,1
6,0,0,4,25,0
17.6,0,0,16,7,0
6.25,0,0,12,13,1
10.5,1,0,12,23,1
31,1,0,12,28,0
7.5,1,1,13,11,0
13.48,1,0,16,18,0
8.25,0,1,13,13,0
6,0,0,7,17,1
4.75,0,0,6,16,0
6.2857,1,0,12,29,1
7.5,1,0,13,27,0
8,1,0,12,10,1
10.6,0,0,8,17,0
13.5,1,0,16,5,0
8.75,1,1,10,34,0
9.5,1,0,12,14,1
37.5,0,0,18,19,1
5,1,1,12,10,0
16.75,1,0,17,6,0
13,0,0,12,37,1
22.5,0,0,12,12,0
10,0,0,3,46,1
14.56,0,0,17,28,1
26,0,0,16,4,0
17,0,0,12,11,1
7.4,1,0,6,37,0
8,1,0,12,23,1
14,0,0,4,39,1
10.5,0,0,12,9,0
12.5,1,0,12,29,0
13.05,0,0,13,23,1
5,1,0,12,13,0
15,0,0,12,17,1
15,0,0,12,11,1
8.5,1,0,12,17,0
8,1,0,18,16,1
7.5,0,0,12,22,1
18.1818,0,0,14,15,1
30,0,0,16,9,1
13.125,0,0,13,14,0
7,0,0,12,12,0
19.24,0,0,18,21,0
7.5,1,1,12,27,0
12.8,1,0,12,12,1
18.6,1,0,18,33,1
18.1111,1,0,16,13,0
4.25,0,0,14,16,1
8.3,1,0,12,37,0
5.5,1,0,13,19,1
6,0,0,5,15,0
9,0,0,12,20,1
5,1,0,12,12,0
8,1,0,12,16,1
8.5,0,0,6,34,0
6.25,1,0,12,36,0
8.3333,0,0,13,15,1
18.625,1,0,18,15,0
24,0,0,18,31,1
20,1,0,16,26,1
12,0,0,12,30,1
12.5,0,0,15,16,1
12,0,0,14,8,1
9.56,0,0,10,25,1
10,1,0,10,35,1
7.5,1,0,14,15,1
15.36,0,0,13,17,1
11.25,0,0,12,11,0
8.75,0,1,11,26,0
6.0429,0,0,18,2,0
1.01,1,0,6,19,0
20.675,0,0,18,30,1
4,0,1,15,10,0
12,1,0,12,15,1
12.5,0,0,14,21,0
4.29,0,1,9,37,1
13.075,0,0,12,16,0
13.1579,1,0,13,30,1
20,0,0,12,22,1
12.8571,1,0,12,32,0
10.4286,1,0,12,16,0
21.875,0,0,12,35,1
3.2364,1,1,17,7,0
7,0,1,12,35,1
6.25,0,0,2,46,0
8,1,1,12,13,0
9.6,1,0,12,35,1
7.85,0,0,0,22,0
14.7368,1,0,16,17,1
12.5,0,0,12,25,1
6.25,1,0,12,25,0
8.16,0,0,12,13,1
4.64,1,1,5,40,1
9,1,0,12,8,0
15.38,1,0,14,11,0
14.8571,0,1,12,21,0
19.5,0,0,12,30,1
6.2857,1,1,12,21,1
10,0,0,10,42,0
8.1633,0,1,12,28,0
20,0,1,12,28,1
34.1778,1,0,18,18,0
11.25,0,0,13,9,0
10,0,0,14,15,1
8.5,1,0,12,8,0
20.625,0,0,13,18,1
21,0,0,18,5,1
17.5,0,0,12,22,1
15.375,1,0,18,19,1
20,0,0,12,19,1
14,0,0,14,15,1
27.91,0,0,12,17,1
4.5,0,0,16,12,1
6.25,1,0,12,22,1
9.95,1,0,9,27,0
20,0,0,14,7,1
18,0,0,14,21,1
10.5263,1,0,15,16,0
10,0,0,16,15,1
17.1429,1,0,18,8,1
6,1,0,12,34,1
8.5,1,0,12,29,1
29.325,0,0,16,19,1
7.5,0,0,12,9,0
10,0,0,12,12,0
12.8167,0,0,16,5,1
8.625,0,0,16,17,1
11.5,0,0,15,18,0
14,0,0,14,32,0
6.25,0,0,12,16,1
13.025,0,0,13,7,1
5.7143,1,0,14,23,1
9,1,0,14,12,1
5,1,0,12,26,1
13.5,0,0,12,28,0
8,0,0,12,14,1
8.5,0,0,13,9,0
9.19,0,0,12,18,1
12.13,0,0,11,33,1
11.5,1,0,14,12,1
5.25,0,0,13,19,1
5.75,0,0,12,29,1
11.1111,0,0,16,32,1
6,1,0,12,36,1
15,0,1,12,16,1
18.75,1,0,17,10,1
14,1,0,17,22,1
6.75,1,0,12,11,0
16.175,0,0,16,4,0
12,0,0,0,24,1
12,0,0,12,26,0
15.45,0,0,12,27,1
5.625,0,0,6,34,1
24.95,0,0,14,38,1
16.63,0,0,15,31,0
6,0,0,12,21,0
6,0,1,16,10,1
8.75,1,0,12,37,1
16.6667,0,0,18,25,1
6.5,1,1,12,14,0
12.5,1,0,16,23,1
20.65,0,0,14,23,0
12.5,0,0,12,28,1
7,1,0,16,6,0
9.25,0,0,11,9,1
5.25,1,1,12,22,1
7,0,0,16,16,1
6,1,0,12,28,1
12.5333,1,0,18,19,1
25,0,0,16,13,0
37.5,0,0,18,9,1
12,1,0,12,8,0
15,1,0,17,10,1
4.5,1,0,8,25,0
23.9111,1,0,14,22,1
8.98,1,0,14,6,0
12.5,1,0,13,23,1
7.5,1,0,12,14,1
18.75,1,0,12,18,1
4,0,0,12,10,0
5.59,0,0,3,50,1
20,0,0,12,16,1
13.3333,1,0,17,11,1
32.5,0,0,17,32,0
10.8333,0,0,12,11,1
8.7,1,0,12,9,1
12.5,0,0,12,35,0
9.375,1,0,13,22,0
8.8889,1,0,16,28,1
12.0833,0,0,12,29,1
10.65,0,0,12,15,0
7,1,0,15,12,1
3.8,1,0,8,25,1
4.25,1,0,9,18,0
3.19,1,0,11,14,1
1.1667,0,0,0,39,0
4.75,1,0,12,17,1
10,0,0,12,12,1
7.75,1,0,12,19,1
3.5,1,0,12,14,1
4.7143,1,0,12,29,1
5,1,0,12,17,0
7.5,1,0,12,30,1
15,0,0,12,18,1
7.5,0,0,12,18,0
14,0,0,12,14,1
10,1,1,14,6,1
16.6667,1,0,14,8,1
16.31,1,0,14,18,0
17.5,0,0,12,35,0
20,0,0,18,35,1
15.625,1,0,14,9,1
5,1,0,16,18,1
6.5625,0,0,14,13,1
7.6,1,0,18,26,0
6.5,1,0,14,32,0
16.875,1,0,18,29,1
12,1,0,12,34,1
10.925,1,0,18,9,0
13,0,0,13,22,1
16.875,1,0,18,30,1
4.25,1,0,12,38,1
12.5,0,0,12,18,1
11.25,0,0,12,41,1
10,1,0,9,26,0
37.5,1,0,18,18,1
10.15,1,0,12,19,1
9.57,0,0,16,4,1
6.25,1,0,12,18,1
8,1,0,12,31,1
16,0,0,12,14,0
8.3673,0,0,12,10,1
11,0,0,12,33,1
15,0,0,12,8,0
4.4,0,0,12,19,1
12,1,0,16,24,1
17.17,0,0,14,13,1
37.5,0,0,16,23,1
7,1,0,14,16,1
7.93,1,0,12,17,0
15,0,0,12,18,1
8,0,0,12,33,0
7.5,1,0,12,10,0
9,1,0,13,18,1
19.3684,0,0,16,35,1
14,0,0,16,27,1
12,0,0,12,16,1
28.75,0,0,14,33,1
6.1,1,0,13,30,1
10.5263,1,0,13,20,1
6.5,0,0,12,36,1
5.88,1,0,12,26,1
13.75,1,0,16,4,0
10.8333,0,0,16,13,1
3,1,0,12,11,0
11,0,0,6,43,1
8.0465,1,0,16,10,1
7.5,0,0,12,8,1
40,1,0,18,8,1
10,0,0,12,24,1
13,1,0,14,25,1
6.5,0,1,10,22,0
13,0,0,12,12,1
18.5,0,0,13,27,1
19.25,0,0,16,13,1
19.7,0,0,17,17,1
17.5,0,0,12,17,1
48.075,0,0,16,4,1
19.58,0,1,16,14,1
15,1,0,13,40,1
6,1,0,12,36,1
10,1,0,12,18,1
12.1429,0,0,16,5,0
10.1944,0,0,12,18,1
20,1,1,18,20,1
8.45,0,0,12,8,0
16.3636,0,0,18,18,1
7.96,1,0,14,11,1
10,0,0,14,9,0
16.25,0,1,12,36,1
13.84,0,0,16,22,1
16.25,1,0,12,23,1
9,0,0,15,10,1
7,0,0,10,13,0
9.5,0,0,12,22,1
6.35,1,0,12,19,1
42.73,0,0,16,33,1
12.5,1,0,16,5,0
15,0,0,12,13,0
25,1,0,16,18,1
9.9,1,0,12,37,1
14.78,0,0,9,36,1
15,1,0,12,27,1
14,1,0,12,29,0
11,1,0,11,37,0
16.825,0,0,16,11,1
5,1,0,12,10,1
7,1,0,12,21,1
6.6667,0,0,12,9,1
9,1,0,12,32,1
14.28,0,0,13,31,1
17.7778,0,0,16,34,1
20.8444,0,0,12,28,1
5,1,0,12,12,0
9.17,0,0,12,13,0
9.7,1,0,12,38,1
8.3333,0,0,12,35,1
5.85,1,0,12,21,1
8.3,0,0,12,10,1
13,0,0,12,24,1
15,1,0,16,31,1
8.59,1,0,10,36,0
14,0,0,12,9,1
5.2,1,0,14,35,1
6.05,1,0,13,18,1
5.75,0,0,12,17,1
15,1,0,18,23,1
18.75,0,0,16,10,1
6,1,0,9,34,0
8,0,0,10,42,1
14,1,1,15,31,0
8.125,1,0,14,20,0
13,0,0,9,35,0
11.875,1,1,16,5,0
15,0,1,12,23,1
11,0,0,13,29,1
19.2222,0,0,11,34,1
12.55,0,0,12,31,1
10.5,1,0,13,14,0
7.5,0,0,12,10,1
8,1,0,12,9,1
12,0,0,12,24,0
13.95,0,1,18,4,1
13.625,0,0,16,23,0
8.5,0,0,18,3,0
14.7,0,0,12,22,1
6,0,0,13,8,0
26.425,0,0,17,31,1
32.05,0,0,18,16,1
13.75,1,0,18,4,0
8.9,1,0,12,14,1
11.68,0,0,12,13,1
5,0,0,14,23,1
7.25,1,0,13,16,0
14,0,0,14,27,1
17.5,0,0,14,9,1
12.5,1,0,12,18,1
4.5,0,0,16,6,1
6.5,1,0,12,35,1
4.65,0,0,11,9,0
14.5,0,0,12,25,1
16,0,0,18,16,0
15,0,0,12,11,1
6.5,1,0,10,27,1
13,0,0,12,34,1
3.5,1,0,10,31,1
9.15,0,0,10,17,0
27.875,1,0,14,27,1
5.29,1,1,12,22,0
9.375,0,0,16,14,0
3.9,1,0,12,11,1
8,0,0,12,17,1
6,0,1,9,35,0
12.86,1,0,15,26,0
12,1,0,16,15,1
16.8,0,1,12,41,1
13.5,0,0,14,7,0
7,1,0,12,9,1
13,0,0,15,31,1
8.57,1,1,12,30,1
15.64,1,1,14,22,1
7,1,0,14,37,0
7.5,1,0,9,43,1
10.5,1,1,11,29,0
9,0,0,14,15,1
12.5,0,0,14,24,1
10.625,0,0,14,13,0
8,1,0,12,24,1
14,1,0,12,24,0
8,1,0,12,24,1
15.11,0,0,12,34,1
3.3333,1,0,9,11,0
8.5,1,0,16,12,0
10,0,0,14,6,0
6.8,0,0,14,11,0
8.5,0,1,10,21,0
14.2857,0,0,18,5,0
3.5,1,0,12,12,1
10.5,1,0,16,20,1
10.2,0,0,12,32,1
18.1,1,0,18,19,0
9.5,0,0,12,15,1
7,1,0,12,11,0
6.35,1,0,12,15,0
5.5,1,1,12,23,0
20.475,0,0,18,15,1
13.5,1,0,12,14,1
10,0,0,14,21,1
11,0,1,16,9,1
10,1,0,12,21,1
5,0,0,9,40,1
15,0,0,12,22,0
8.5,0,0,14,29,1
13.72,0,0,14,31,0
21.25,0,0,14,17,0
11.1111,0,0,12,14,1
30,0,0,18,4,1
12.0909,0,0,14,30,0
6.5,0,0,16,12,1
5,1,1,10,27,1
8.32,1,1,12,19,0
6.25,0,0,14,22,1
4.25,1,0,12,33,1
4.25,1,0,12,12,0
15,0,0,15,16,0
20,0,0,12,21,1
7,1,0,10,20,1
16.6667,0,0,14,28,1
6,1,0,12,11,1
12.5,0,1,13,10,1
20,0,0,12,31,1
15,0,0,9,34,1
5,1,1,15,11,0
8.85,0,1,13,23,0
12.325,1,0,16,9,1
14.11,0,0,12,35,1
21.15,0,0,18,32,1
12.5,0,0,15,29,1
10,1,0,12,16,0
17.5,0,0,16,17,1
5.75,1,0,12,29,1
14.32,1,0,12,26,0
4.5,1,0,12,21,0
9.75,1,0,14,8,1
10,1,0,10,37,0
16.15,0,0,12,29,1
21.25,0,0,12,28,1
15,0,0,12,30,1
15.375,0,0,18,21,1
12,0,0,13,19,0
22.7273,0,0,16,17,1
21.25,0,0,12,32,1
10.5,1,0,14,7,1
2,1,0,12,37,1
5.23,0,0,14,9,0
6.65,1,1,10,37,0
5.5,0,0,12,15,1
12,0,1,12,15,1
15,0,0,9,38,0
1.76,1,0,12,13,0
15,0,0,18,14,1
22.0541,1,0,18,7,0
38.4571,0,0,18,25,1
5.25,1,0,12,38,1
5,1,0,12,33,1
4.1667,0,0,12,37,0
11,1,0,12,30,1
20,0,0,15,18,1
18.125,0,0,14,21,1
12,1,0,18,32,0
14.4737,0,0,15,21,1
6,0,0,12,27,0
17.1429,1,0,18,8,1
18,0,0,12,28,1
25,1,0,16,18,0
8.2,0,1,8,36,1
21.47,0,0,12,30,1
12.5,0,0,12,15,1
22.5,0,0,14,38,1
18.2,0,0,14,17,0
3.725,1,0,12,27,1
9.2105,1,0,12,31,1
10,0,0,14,8,1
23.125,0,0,16,15,1
23,0,0,12,13,0
19.225,0,0,18,27,1
35.1351,1,0,17,17,1
17.5,0,0,12,25,1
18.75,0,0,12,20,1
9.6,1,0,12,27,0
17,0,0,12,20,1
5.5,0,0,8,14,0
4.5,0,1,10,17,0
8,1,0,12,36,1
5,1,0,8,41,1
10.8,1,0,12,17,0
12.05,0,0,12,28,1
22.2222,0,0,18,29,1
10,0,0,12,38,0
7.5,0,0,16,6,1
25,0,0,16,36,0
32.8571,0,1,18,32,0
20,0,0,12,26,1
15.78,0,1,15,17,1
5.6,1,0,12,32,1
25,1,0,16,19,1
8,0,0,14,13,1
6,0,0,8,32,0
6.1667,0,0,17,10,1
12.5,0,0,18,19,0
21.25,0,0,16,16,1
6.75,1,0,12,11,0
4.38,1,0,12,21,1
4.7,1,0,9,21,0
6.15,1,1,11,17,1
7.5,1,0,16,4,1
8.125,1,1,12,13,1
3.75,1,0,12,17,0
7,1,0,8,12,1
4.5,1,1,12,21,0
6.64,0,0,7,37,1
9.3,0,0,10,32,1
9,0,0,12,8,1
7,1,0,17,9,1
6.25,0,1,10,28,1
11.6279,0,0,13,19,1
6,1,1,12,29,1
8.75,0,0,12,9,1
4.65,1,0,8,33,0
10.3,1,0,12,28,0
7.61,1,0,14,19,0
4.2857,0,1,12,30,1
10,0,0,12,16,0
6.78,1,0,10,17,1
5.5,0,0,18,17,1
9.125,1,0,12,25,0
8.2,0,1,12,27,0
8,1,0,12,12,1
22.2222,0,0,16,20,1
14.2222,0,0,16,12,0
27.2727,0,0,16,30,0
32.5,0,0,18,7,1
12,1,0,12,19,1
12.5,0,0,15,6,0
6.5,1,0,12,11,0
13.51,0,1,10,28,1
5.8333,0,0,18,6,1
16,0,0,14,11,0
14.5,1,1,16,7,1
5.5,0,0,9,18,1
22.8222,1,0,18,13,0
7,0,0,16,24,1
24.4444,0,0,16,13,1
13.75,0,0,15,5,0
3.75,0,1,15,28,0
17,1,0,17,14,1
7.75,1,0,16,20,1
21,1,1,17,30,1
17.5,0,0,16,16,0
10,0,0,8,44,1
9.25,1,0,12,20,1
15.5,0,0,12,20,1
11.5,0,0,12,20,1
5,0,0,12,31,1
5,1,0,12,29,0
7.25,1,0,4,36,0
15.275,1,0,16,15,1
7,0,0,12,37,1
10,0,0,13,23,1
20,0,0,16,26,1
13.85,0,0,12,16,1
18,1,0,16,20,0
12.8919,1,0,12,36,1
8,1,0,14,12,1
17,0,0,16,4,1
10.62,0,0,8,34,1
10,1,0,14,31,1
10.97,1,0,14,16,1
25,0,0,14,36,1
8,1,0,12,38,1
11,0,0,14,10,1
17.6286,1,1,14,22,0
10,1,0,12,28,0
7,0,0,12,19,0
9,1,0,16,8,1
4.47,1,0,14,18,1
8.95,1,0,16,28,1
16.6667,1,0,14,27,1
8.3333,1,0,16,8,0
31.25,1,0,18,21,1
13.7143,1,0,18,23,0
11,1,0,12,28,1
6.875,1,0,16,8,0
13,1,0,16,32,0
11.25,0,0,13,13,1
12.75,0,0,12,28,0
13,0,0,12,17,1
30,0,0,14,24,0
10.25,0,0,12,8,0
30,1,0,18,17,0
14,0,0,14,21,1
12.2222,0,0,12,11,1
11,1,0,14,16,0
23.8095,0,0,18,18,1
9,1,0,15,10,0
7.5,0,0,18,4,0
16,0,0,12,24,1
13,0,0,16,31,1
5.25,0,0,12,25,0
6.3,1,0,12,33,1
7.3,1,0,12,16,1
8.5,0,0,12,15,1
11.78,0,0,12,11,1
23.75,0,0,16,22,1
9.3,1,0,10,31,1
8.8889,0,0,12,21,0
5,1,0,12,15,1
4,1,0,14,15,1
10.7,0,0,10,14,1
28.55,0,0,18,23,1
12.5,0,0,18,17,1
8.75,1,0,12,13,1
10,0,1,12,19,1
10,0,0,9,15,0
2.75,1,0,9,18,1
17.3,0,0,12,29,0
