H_wage,Female,Black,Edu,Exp,Married
7.8,1,0,13,23,1
4.25,1,0,12,13,1
3.7879,0,0,12,23,0
10,1,0,17,7,0
15.5833,0,0,18,14,0
20.175,0,0,18,16,0
5.6,1,0,12,16,0
12.16,0,0,14,16,1
4.5,1,0,14,26,1
10,0,0,12,16,1
5.25,0,0,12,8,0
10,1,0,18,11,0
5.35,1,0,13,33,0
5.5,0,0,12,11,0
18.75,0,0,17,20,1
15.625,1,0,16,16,1
15.4,0,0,12,35,1
5.55,1,0,12,20,0
8,0,0,14,17,1
8.8889,1,0,16,13,1
12.5,1,0,16,15,1
7.29,0,0,12,12,1
8,0,1,12,13,1
10,0,0,12,12,1
12.5,0,0,12,30,0
14.2857,0,0,16,25,1
30,0,0,18,12,1
15.5,1,0,16,10,0
15.2292,0,0,18,29,1
8.25,1,0,12,30,1
15,0,0,11,23,1
10,0,0,14,31,1
19,1,0,16,9,0
16.6667,0,0,16,15,1
10.93,0,0,11,11,1
14.375,0,0,12,36,1
6,0,0,10,35,1
13,0,0,15,11,1
6.5,0,0,17,15,1
9,0,0,13,18,1
10,0,0,13,15,1
8.75,1,0,14,27,1
4,0,0,12,18,1
15,0,0,13,17,0
8.1429,1,0,17,15,1
6,0,0,17,4,0
3.2,1,0,12,26,0
6,1,0,12,24,1
13,1,0,12,40,0
13,1,0,18,22,1
7.8,1,0,12,9,1
14.1818,0,0,18,5,1
27.6596,0,0,18,11,1
10,0,0,12,9,1
7.35,0,0,12,20,0
13,0,0,12,26,1
11.75,1,0,12,16,1
5,1,0,16,22,1
24,0,0,16,19,1
6.25,1,0,12,28,0
10,0,0,16,37,1
15,0,0,12,33,1
15,0,0,12,13,0
12.5,1,0,18,11,0
25,0,0,18,19,0
8,1,0,12,16,0
6.0714,0,0,12,37,1
6.5,0,0,13,32,1
8.75,0,0,11,29,1
9,0,0,13,22,1
5.63,1,0,12,38,0
10,1,0,6,23,0
6.25,1,0,6,35,1
11,0,1,12,23,0
8.6,0,0,16,7,0
7.65,1,1,14,14,0
18.075,0,0,16,34,1
4.1,1,0,12,15,1
5.55,1,0,12,24,0
5.5,1,0,12,41,1
7.82,1,0,12,9,1
9,0,0,13,13,1
5.6,1,0,12,10,1
6.5,0,0,12,10,0
7.81,0,0,18,3,0
6.5,1,0,9,26,1
8.17,0,0,12,16,1
31.25,0,0,16,24,0
10.5,0,0,12,19,1
4.5,1,0,12,13,1
12,0,0,18,35,1
10.625,1,0,13,23,1
16.25,0,0,13,30,1
8.5,1,0,17,21,0
9.02,1,0,13,17,0
4.7,1,0,12,22,1
11.5,0,0,12,34,1
9,0,0,14,7,0
7.8571,0,0,12,11,0
14.1,1,0,16,12,0
23.2558,0,0,12,33,0
8,0,0,12,13,1
5.75,1,0,12,14,1
15,0,0,13,33,1
6.5,1,0,12,21,1
8.5,0,0,13,31,1
8.75,0,0,12,10,0
4.8,1,0,12,31,0
12.55,1,0,12,19,1
7.62,1,0,14,18,1
4.5,1,0,12,18,1
7.1429,1,0,14,13,1
5.1,1,0,16,8,1
6,1,0,12,18,1
7.5,1,0,12,26,1
5.25,1,0,12,19,1
12.02,0,0,12,17,1
21.625,0,0,17,18,1
7.5,0,0,18,4,0
9,0,1,11,17,1
19.1429,1,0,18,9,1
13.4211,1,1,16,16,1
11.25,0,1,15,22,1
7,1,1,12,12,0
14.09,1,1,12,39,0
17.5,1,0,18,18,0
2.6667,1,0,15,26,1
8,0,0,12,10,0
6.5,1,0,12,23,1
5,0,0,10,16,0
11.35,1,0,14,18,1
5,1,1,6,38,0
7.5,1,0,16,19,1
19.8,0,0,12,15,1
16.3636,0,0,13,16,0
6,1,0,12,12,0
24,0,0,16,15,1
7.2222,0,0,9,40,1
27.2727,1,0,16,24,0
22.5,0,0,16,20,1
12.675,0,0,14,21,1
15,0,0,12,39,1
8,0,0,13,16,0
5.8,1,0,12,25,1
8.5,0,0,13,17,1
8,1,0,12,23,1
8.3333,1,0,16,29,0
5.7143,1,0,13,11,0
20,0,0,13,18,0
9.17,1,0,13,15,1
12,0,0,14,19,1
17.55,0,0,12,23,1
9,0,0,14,33,0
5.75,1,0,11,26,1
12.7273,1,0,14,12,1
16,0,0,12,34,1
2.75,1,0,10,39,1
4.7619,1,0,11,41,1
9,0,0,12,24,1
17.5,1,0,14,13,1
27.875,0,0,15,23,1
8.33,0,0,14,27,1
13.3333,0,0,16,10,0
8,0,0,12,33,1
1.8687,1,0,12,38,0
9.5,0,0,15,12,1
6.25,1,0,12,10,0
16.25,1,1,14,26,1
9,0,0,9,12,0
15,1,0,18,2,1
14.83,1,1,13,25,0
3.4,1,0,6,20,1
47.25,0,0,18,21,1
7,1,0,10,38,1
25,0,0,18,24,1
9.375,0,0,12,19,1
10.05,1,0,12,30,0
13,0,0,15,6,1
14.5455,0,0,7,21,0
12.5,0,0,12,10,0
32.5,0,0,18,25,0
7.225,0,0,18,4,0
10.5,1,0,14,21,1
7,1,0,12,17,1
33.3333,1,0,16,14,1
14,0,0,12,21,1
11.25,0,0,12,8,0
12.5,1,0,18,34,0
11.875,0,0,14,8,1
31.25,0,0,12,22,1
5,0,0,17,18,0
5,1,0,12,12,0
20,0,0,18,3,0
15.05,1,0,16,20,0
5.8333,1,0,10,11,1
6,1,0,11,9,1
5.25,0,0,7,14,0
6,0,0,3,19,1
12.2222,1,0,12,12,1
12.5,1,0,12,31,1
7.5,1,0,12,21,1
9.3,1,0,12,25,1
9.7,1,0,12,9,1
12,0,0,12,20,1
4.5,0,0,12,26,0
9.3,1,0,8,44,0
13,1,0,15,18,0
34.9637,0,0,17,18,1
6.875,1,1,14,21,0
8.75,1,1,12,36,0
10,1,0,14,9,0
11.32,1,0,12,37,0
12.5,0,0,18,20,1
11.55,0,0,16,14,1
6.25,1,0,15,20,1
13.85,0,0,16,4,0
32.7273,0,0,18,21,0
5.5,0,0,13,9,0
6.75,1,1,13,20,1
11.6,1,0,16,8,1
20,0,0,12,15,0
5,1,0,7,23,1
20,1,0,16,4,1
19,1,0,16,18,1
50,1,0,16,24,1
12,1,0,12,16,0
9.51,0,0,12,8,1
8.1,1,0,11,31,1
9,0,0,12,14,1
20,1,0,18,23,1
14,1,0,16,23,1
6,1,0,13,14,1
11.99,0,0,12,22,1
4.4444,0,0,2,38,1
5.8,0,0,14,9,1
11.9,0,0,13,19,1
9,0,0,12,9,1
12.25,0,0,14,17,1
15,0,0,8,37,0
12.2222,0,0,16,20,0
7,1,0,12,11,0
4.5,1,0,12,19,1
6,1,0,12,28,1
11,0,0,11,12,0
8.7,0,0,11,23,1
6.9,0,0,16,13,1
33.65,0,0,13,33,1
6.7,1,0,14,25,1
6.71,1,0,10,24,1
11,1,0,14,7,0
17.0286,0,0,16,12,0
11.5,1,1,12,16,0
9.8857,1,0,16,8,1
10,1,0,12,23,1
5.7143,0,0,12,27,1
6.1,1,1,6,38,0
6,0,0,18,15,0
5.6,1,1,12,13,0
13,0,0,16,16,1
34.5455,0,0,18,35,0
18.75,1,0,16,8,1
6.34,1,0,8,32,1
12,0,0,12,13,0
13.45,0,0,18,10,0
7.5,0,0,12,30,1
15.375,1,0,16,4,1
12,0,0,12,10,1
19.7674,1,0,18,23,1
7.4865,1,0,12,34,1
11,0,1,8,41,1
11.8421,1,1,12,36,1
13.5,1,0,16,11,1
9.3714,1,0,12,17,0
3.86,0,1,12,25,0
8.4,0,0,12,12,0
14.425,0,0,12,17,1
11,1,0,12,10,0
8.325,1,0,12,20,1
8.5,1,0,16,26,0
8,0,0,16,12,1
6.175,0,0,16,8,0
15,1,0,14,11,1
23.6286,0,0,18,29,1
28.0667,0,0,18,16,1
7,1,0,12,9,1
12.5,1,0,12,18,1
12.5,1,0,16,11,1
9,1,0,12,39,1
39.3714,1,0,17,20,1
13.8889,1,0,16,25,1
18.3429,0,0,12,34,1
9.25,0,0,13,7,1
11.25,1,0,18,19,1
14.2857,0,0,9,40,1
11,1,0,12,29,0
7,1,0,14,23,1
8.1,1,1,12,36,1
17.5,0,0,14,27,1
7.6,0,0,12,16,0
11,1,1,14,17,0
6,1,0,8,37,1
12.5,1,0,12,31,0
10.5556,1,0,16,6,1
11,0,0,12,26,1
20,1,0,16,29,1
22.2,0,0,14,23,1
12.5,0,0,16,18,1
20.13,1,0,14,23,1
14,1,0,10,37,0
7.25,0,0,12,24,0
28.85,0,0,17,32,1
15.7895,1,0,12,17,1
6,1,0,12,18,1
4.95,1,0,12,22,1
20,0,0,5,27,0
8.75,1,0,12,24,0
10,0,0,18,6,1
5.25,1,0,12,35,1
10.57,0,0,16,9,1
8.75,0,0,16,29,1
15.92,0,0,12,16,1
4.25,0,0,0,41,1
8.92,0,0,11,17,1
13.27,1,0,12,15,1
8,0,0,14,23,1
4.5,1,0,7,18,1
18.75,0,0,15,29,1
9.375,1,0,16,4,1
11.55,0,0,14,14,1
12.5,1,0,14,38,1
9,1,0,12,12,1
5.5,1,0,16,15,1
5.5,0,0,8,21,0
20,0,0,16,19,1
7.5,0,0,12,9,0
4.5,1,0,6,28,0
10,0,0,16,35,1
10,1,0,12,18,0
30.25,0,0,16,20,1
7.32,0,0,10,23,1
7,1,1,12,29,0
10,0,1,12,40,1
11,1,0,14,9,1
14.5,0,0,12,14,0
12.5,1,0,18,8,0
11,1,0,17,15,0
8.75,1,0,18,4,0
6,0,1,12,12,0
9.5,0,0,2,19,1
18.9,0,0,18,11,0
10.91,1,0,16,25,1
17.3,0,0,16,20,1
6.7568,1,0,13,18,1
7,1,0,12,15,0
12.5,0,0,11,38,1
6.5,1,0,12,16,1
5.2,1,0,12,18,1
4.5,1,0,10,36,0
14,1,0,12,15,0
13.4545,1,0,18,20,0
3.75,1,0,6,28,0
18.375,1,0,16,7,1
11.25,0,0,12,23,0
4.75,0,0,16,12,0
4,1,0,12,27,1
7.25,0,0,12,8,0
9.25,1,0,14,9,1
8.6,1,0,11,24,1
5.625,0,0,12,12,1
6,1,0,6,37,0
24,0,0,16,22,1
3.75,0,0,14,6,0
5.5,0,0,8,20,1
9,1,0,14,10,1
15,1,0,15,5,1
4,1,1,11,40,0
5,1,0,12,33,1
16.5,0,0,12,32,1
15,1,0,14,17,1
7,0,0,10,23,0
10.5,0,0,16,6,1
7.65,1,0,12,17,1
16,0,0,12,28,1
7.5,1,0,16,7,0
7.25,0,0,12,27,0
30,0,0,16,6,1
10,1,0,12,26,1
4.62,1,1,16,13,1
13.33,1,0,12,34,1
9.5,1,0,12,15,0
10,0,0,8,31,1
26.6667,0,0,18,11,1
13.75,1,0,16,28,0
9.5,1,0,12,12,0
14.1429,1,1,15,34,1
17.79,1,0,16,24,1
9,0,1,12,19,1
14.72,1,1,14,17,0
15.73,1,0,15,26,1
5.67,0,1,12,40,1
11,0,0,11,9,0
12,1,0,12,16,0
6.5,1,0,14,17,1
9.6,0,0,12,13,0
10,1,0,12,10,1
14,0,0,12,12,1
6.25,0,0,16,13,1
7.58,1,1,12,27,0
10,1,1,14,13,0
9.5,0,0,16,12,1
5,0,1,14,17,1
26.6667,0,0,16,7,1
13,0,0,12,16,1
12,0,0,13,14,1
5.65,1,0,14,12,1
16,0,1,16,13,1
7.89,1,0,10,33,1
5,0,0,12,18,0
6.22,1,0,16,7,0
6,1,0,13,27,1
30,0,0,16,13,0
13,0,0,10,43,0
8.63,1,0,12,36,1
38.46,0,0,16,19,1
18,1,0,17,16,1
9.96,0,0,12,10,0
4.25,1,0,16,30,1
30.6667,0,0,18,29,1
37.5,0,0,16,37,1
7.5,1,0,12,15,0
10.5,0,0,14,20,1
21.0526,1,0,12,9,1
8,1,0,12,30,1
20,0,0,16,18,1
8,1,0,12,22,1
16.4,0,0,12,22,1
11,0,0,12,26,1
13.4,0,0,13,16,1
9.9,0,0,11,23,1
7.5,0,0,10,17,1
12,0,0,9,25,1
5,1,0,16,13,0
6,0,0,12,27,0
11.25,0,0,16,10,1
11.25,1,0,16,15,0
32.05,0,0,18,12,1
11.25,1,1,17,30,0
20,0,0,12,17,0
7,1,0,9,40,0
10.075,1,0,12,23,1
10.9,0,0,14,15,0
9,0,0,12,21,1
7,0,0,8,18,1
11.46,0,0,12,10,1
20,1,0,16,15,1
5,1,0,8,26,0
12.5,1,0,16,4,0
22.5,1,1,16,18,1
7,0,0,12,21,0
14.57,0,0,14,24,0
7.5,1,0,12,23,1
5.5,0,0,16,28,1
6,1,0,14,13,1
10.65,0,0,14,7,1
10.5,1,0,8,40,1
25,0,0,18,6,1
7,1,0,7,33,1
34.9637,0,0,18,18,1
15,0,0,13,24,1
17.5,0,0,16,11,1
12,0,0,18,14,1
4.5,1,0,12,13,0
7,1,1,10,24,0
7.5,1,0,12,25,1
6.4,1,1,10,38,0
15,0,0,12,34,1
5,1,0,9,28,0
8,1,0,18,2,0
11.25,0,0,12,38,1
14.5,1,0,13,12,0
8,1,0,14,14,1
6.25,0,0,12,11,1
8,1,0,12,28,1
8.86,1,0,12,39,1
4,1,0,12,33,1
4.75,1,0,8,27,1
8.65,0,0,16,19,1
15.45,0,0,13,9,1
13.125,1,0,12,13,0
5.5,0,0,15,18,0
6.875,1,0,12,35,1
16.5,0,0,17,13,1
7.5,1,0,12,20,1
6.5,1,0,10,36,1
8,1,1,12,10,0
9.89,1,0,14,38,1
7.85,1,0,17,8,1
4.5,1,0,13,24,1
18.25,0,0,16,26,1
15,0,0,12,12,0
28.75,0,0,18,24,1
12,1,0,18,3,0
8.5,0,0,14,23,1
10,0,0,11,30,1
5.75,1,0,16,22,0
6.25,1,1,12,13,0
14.57,1,0,16,35,1
16.2222,1,0,18,32,1
16.25,1,0,12,8,0
2.01,1,1,12,12,0
12.275,1,0,12,24,0
12.61,1,0,12,11,0
8.8889,1,0,12,25,1
5.75,1,1,12,39,1
10.8333,0,0,18,8,0
13,1,0,12,20,0
12,0,0,12,12,1
9.5,0,0,12,41,1
12,1,0,12,37,1
37.5,0,0,18,14,1
4,0,0,9,11,0
10.38,1,0,13,32,0
5,0,1,12,12,0
18,0,0,12,35,1
19.125,1,0,12,20,0
6,1,1,13,16,1
7,1,1,12,25,1
5.85,1,0,12,25,1
25,0,0,18,18,1
8.08,1,0,13,17,0
16,0,0,14,21,1
83.3334,1,0,16,10,1
10,1,0,12,26,0
6,1,0,13,14,1
4,1,0,12,11,0
3.75,1,0,15,6,1
6.5,0,0,12,9,0
6.5,1,1,16,7,1
5.95,0,0,12,14,1
5,1,1,9,32,1
12.5,1,1,18,32,1
7.8,1,1,16,17,0
5,0,0,14,8,1
8.125,1,0,12,36,0
3.4737,1,0,12,29,1
15,1,0,18,3,0
7.15,0,1,14,29,0
5.75,0,1,12,12,0
19.225,0,0,16,12,1
20.4468,0,0,12,34,1
7,1,1,16,22,1
16.2444,0,0,18,15,1
6.7308,1,0,12,33,1
4.75,1,0,12,19,0
8.3333,0,0,16,13,0
9,0,0,12,41,1
13.3333,0,0,12,12,1
21,0,0,16,17,1
7.75,1,0,12,27,0
7.45,1,1,12,9,0
12.34,1,1,13,20,0
8.85,1,1,12,12,0
12,0,0,16,29,1
14.1111,0,0,14,11,1
7.25,1,0,12,11,1
5.875,1,0,12,27,1
10.1,1,0,16,7,0
6.8,0,0,13,9,0
9.7714,0,1,12,20,0
6.85,1,0,12,23,1
6.875,0,0,14,21,1
8.1,1,0,14,16,0
16.6667,0,0,16,8,1
2,0,0,18,10,1
5,1,0,17,7,1
7,0,0,16,32,0
8.75,0,0,14,10,0
9.7,1,0,13,29,0
6,1,0,12,13,1
6,1,0,9,32,1
12,0,0,12,13,1
18.6,0,0,12,20,1
15,0,0,14,15,1
14.27,0,0,13,12,1
13.025,1,0,14,16,1
12.5,1,0,13,14,1
15.22,1,0,13,28,1
11.5,0,0,15,13,1
23.0769,0,0,14,32,1
7.5,0,0,12,12,1
13,1,0,14,18,0
17.8572,1,1,18,31,0
5,1,1,12,22,0
15.25,0,0,12,10,1
20,0,0,12,11,1
12.5,0,0,16,20,0
8.15,1,0,12,8,1
11,1,1,13,16,1
17.99,0,0,14,10,1
14,1,0,16,8,1
4.5,0,0,12,13,0
18.3333,0,0,16,15,1
14,0,0,18,10,0
25,0,0,12,24,0
11.1111,1,0,16,5,1
17.5,0,0,12,32,1
10.1,0,0,12,9,1
22.5,1,1,16,24,1
4.75,1,1,12,26,1
11.25,0,0,14,15,1
10,0,1,12,28,1
15,0,0,16,15,0
5.5,0,0,11,24,1
10.4167,1,0,16,21,1
8.125,0,0,11,23,1
34.1428,1,1,18,25,1
18,1,1,16,16,0
19.3333,0,0,15,18,0
11.52,1,0,15,17,1
17,0,0,18,25,1
8,1,1,14,8,0
17.5,0,1,16,5,0
12,0,0,12,8,0
5.1,1,1,10,27,0
13,0,0,12,41,0
10.5,1,0,12,34,1
8.75,1,0,14,17,0
12.08,1,0,12,15,0
15,0,0,12,13,1
5.5,1,0,9,21,1
9.9,1,0,16,7,0
5.5,1,0,11,16,0
15.4,0,0,14,31,0
6.6667,1,0,12,15,1
11.4,0,0,9,23,0
13.75,1,0,12,26,0
27.2727,0,0,16,36,1
18.45,0,0,13,32,1
15.7,0,0,12,22,1
8,1,0,12,30,1
32.05,0,0,15,25,1
14.05,0,0,12,36,1
26,0,0,18,16,1
7.5429,1,0,16,37,1
14,0,0,12,16,1
25,0,0,12,24,0
10.8,1,0,12,22,1
6.5,1,1,12,10,0
19.25,0,0,18,11,0
6.25,0,0,9,11,0
8.75,0,0,16,11,0
9.35,0,0,16,12,1
9,1,0,12,30,1
20,1,0,17,16,1
5.5,0,0,12,19,0
5.7143,1,0,16,33,1
15,0,0,10,37,0
6,0,0,9,26,1
14.75,0,0,12,41,1
30,1,0,18,11,1
10,0,0,17,25,1
14,1,0,14,15,1
10.575,1,0,16,8,1
9.25,1,0,16,9,1
14.375,0,0,13,24,1
6.1,1,1,9,24,1
8.275,1,0,12,36,1
9.375,0,1,13,9,0
12.5,1,0,17,12,0
5,0,0,8,39,0
7.9,0,0,12,8,1
11.25,0,0,12,29,1
4.5,1,1,12,20,0
10.5,0,1,16,17,1
13,1,0,17,11,0
4.8095,0,0,16,23,1
3.75,1,0,12,9,0
10,0,1,12,27,0
10,0,0,18,7,0
7,0,0,6,45,1
12.5,0,0,9,38,0
13.5,1,0,17,29,0
15,1,0,16,25,1
7.5,1,0,16,15,0
6,1,0,9,19,1
22.5,0,0,18,29,1
12.8,0,0,16,35,1
5.5,1,0,13,9,0
7.8125,0,0,12,15,0
11.52,0,0,12,10,1
10.5,0,0,13,7,1
13.75,0,0,14,32,1
30,0,0,16,11,1
5.825,1,0,12,15,0
13.2,0,0,16,8,0
10.8222,0,0,12,28,1
6.95,1,0,12,11,0
18.75,1,0,12,24,1
5.5,1,0,12,10,1
5.7,1,0,12,14,1
19.2182,0,0,14,29,1
14.5,0,0,14,32,1
23.8636,0,0,16,29,0
22.5,1,0,16,4,1
6,1,0,14,10,1
8.25,0,0,12,8,0
9,0,0,12,31,1
3.3,1,0,10,22,0
6.85,1,0,12,26,1
11.5,0,0,12,36,1
4,0,0,13,9,1
7.5,1,0,14,24,1
8.08,1,0,9,27,1
13.2571,1,0,14,17,0
8.75,0,0,12,15,0
20.2,0,0,16,12,1
15,1,0,18,25,1
13.5,1,0,16,13,1
23.8095,0,0,14,12,1
13.25,0,0,12,30,1
10,0,0,12,13,1
20.8333,1,0,14,8,1
17,1,0,15,15,0
13.04,0,0,13,10,1
30,0,0,16,14,1
42.5,0,1,16,13,0
4.2,1,0,12,33,1
10,0,0,18,4,1
12,1,0,14,7,1
13.75,0,0,18,3,0
12.5,1,0,16,13,0
25,0,0,14,19,1
9.75,0,0,11,19,1
15.5,0,0,13,27,1
11,1,0,12,15,1
13.56,0,0,12,15,1
15.5556,0,0,16,11,0
4.58,1,0,12,34,0
9.5,0,0,12,9,0
5.59,1,0,16,22,1
15,0,0,12,25,1
7.1,0,0,8,44,1
7.2,1,0,12,8,0
6.45,1,0,18,4,0
6.7,0,0,12,9,0
7.18,1,0,12,17,1
15.3778,0,0,14,21,1
4.65,1,0,12,17,1
13,0,1,12,26,1
5,1,0,12,35,0
19.5,0,0,15,29,1
10,0,0,9,17,0
12,0,0,11,26,1
7,1,0,12,15,0
22.5,0,0,16,25,0
12.5,1,0,16,4,1
22.5,0,0,14,30,1
9,1,0,13,10,0
4,0,0,8,17,0
12.75,0,1,12,22,1
9,0,0,12,16,1
5.07,1,1,10,19,1
3.24,1,1,11,12,1
32.4324,0,0,14,32,1
4.8,0,1,12,8,0
8,1,1,14,25,0
22.2,0,1,16,11,0
9.5,1,1,15,24,1
9,0,1,18,17,1
5.05,1,1,12,23,1
12.5,0,0,14,37,0
8.32,0,0,12,18,0
9.15,1,0,14,15,1
9.0909,0,0,10,17,0
7.5,1,0,12,33,0
4.2,1,0,12,11,0
4.5,1,0,12,38,0
8,0,0,9,21,1
12,1,0,12,28,1
18.75,0,0,10,33,1
9.8,1,0,12,12,0
6.6667,0,0,12,18,1
10,1,0,8,34,0
5,1,0,12,8,1
20,0,0,18,9,1
7.5,0,0,12,22,1
11,0,0,14,12,1
11.4286,0,0,12,31,1
5.2,1,0,11,10,1
13.4667,1,0,12,34,0
18,0,0,12,20,1
8.35,0,0,12,12,1
8.89,0,0,12,26,1
14,1,0,16,26,1
20,0,0,17,9,1
5.75,1,0,12,13,1
8.5,1,0,13,28,1
17,0,0,16,28,1
5.95,0,0,18,34,0
14,1,0,12,16,1
13.75,0,0,12,11,1
6.9,1,0,13,7,0
9.6111,1,0,16,8,1
14.25,1,0,16,9,1
4,0,0,12,28,0
15.85,0,0,14,19,1
15,1,0,13,27,1
5.33,1,0,18,13,0
7.97,1,0,12,15,0
17.16,0,0,13,20,1
9.75,1,1,14,31,1
12,0,0,5,20,0
11,1,1,12,22,0
15.3818,1,0,13,31,1
20.5556,0,1,18,17,1
10,0,0,12,17,0
5.6,1,0,12,35,1
8.02,1,0,12,22,0
5,1,0,12,21,0
18.25,0,0,18,29,1
10.6,0,0,12,14,0
4.5,1,0,8,12,0
8.75,1,0,13,31,1
6.9,1,0,12,12,1
6.64,1,0,10,36,1
9.12,1,0,13,20,0
22.2222,0,0,14,33,1
13,0,0,9,26,1
7.5,1,0,12,15,1
11.47,0,0,16,6,0
8.725,0,0,16,20,1
8.26,0,0,10,33,1
7.5,0,1,12,22,1
4.88,0,0,12,28,0
6.75,1,0,12,24,0
16.825,1,0,18,16,1
10,1,0,12,8,1
12.975,1,1,12,23,1
14.48,0,1,10,24,1
26.8909,0,0,18,35,1
13.5,1,0,16,31,1
8,1,1,12,18,0
12.9,0,1,11,11,1
9.3,1,0,12,13,0
6.3,1,1,12,23,1
4,0,1,12,12,1
5,1,1,12,12,0
12.5,1,0,14,10,0
4.8,0,0,9,15,0
12,0,0,12,8,0
17.36,0,0,12,16,1
9.4,1,0,18,34,1
8.5,1,0,12,14,1
2,1,0,12,27,1
6.9444,0,0,13,24,1
2.5,1,0,12,18,0
18.1818,0,0,16,13,1
10.68,1,0,14,22,1
17.25,1,0,13,24,1
9.0909,0,0,12,27,0
4.25,1,0,13,13,0
29.5455,0,0,18,23,1
13.2444,1,0,16,7,0
12.5,0,0,11,18,1
8.4,0,0,12,11,0
15,0,0,12,20,1
40,0,0,17,28,0
5,1,0,12,38,1
22.6,0,0,16,13,1
22.5,0,0,13,19,1
9.625,0,0,17,17,1
9.5,0,0,12,17,0
20,1,0,16,4,1
6.25,1,0,12,8,1
16,0,0,10,37,1
7.92,1,0,12,40,1
7.5,0,1,12,17,0
21.75,0,0,18,6,1
5.5,0,1,13,19,0
11.6,1,1,12,21,1
4.5,0,0,6,29,0
10,0,0,12,19,1
9.25,0,0,10,34,1
7.25,1,0,12,33,1
4,1,0,12,33,1
23.75,1,0,17,18,1
11.875,0,0,16,16,0
9.1667,0,0,15,8,1
10,0,0,13,18,1
7.2368,1,0,12,24,0
5.25,1,0,12,11,1
5.5,1,1,12,29,1
12.5,1,0,18,17,1
8.3333,0,0,12,25,1
13.5,1,1,16,5,0
3.9,0,1,7,28,0
10.6,1,0,12,18,0
7.04,1,1,12,19,1
6.07,1,0,14,9,1
12,0,0,14,13,0
11.25,0,1,16,19,1
15,0,0,10,34,1
10,0,0,7,27,0
9,1,0,13,34,1
4.18,1,0,11,11,1
4,1,1,14,30,0
10,0,0,12,12,0
32.05,0,0,16,15,1
11,1,0,14,20,0
15.625,0,0,12,33,1
14,0,0,12,11,1
16.5,1,0,16,8,0
25.76,0,0,16,15,1
12.1429,1,0,12,24,0
8.3,1,0,18,8,1
14.425,0,0,14,17,0
12,0,1,12,23,1
5.5,1,0,12,15,1
10,0,0,12,10,1
11,1,0,12,32,0
17.5,0,0,13,28,1
27.5,1,0,16,9,0
18.08,0,0,12,17,1
12,0,0,12,8,1
19.2,0,0,16,24,1
12,0,0,12,28,1
15,0,0,16,30,1
6.25,1,0,12,14,1
15,1,0,14,27,1
10.4,1,0,12,36,1
20,0,0,12,38,1
11.5,0,0,12,13,1
7,0,0,12,10,0
5.3,0,1,17,17,0
18.75,0,0,10,38,1
11.5,1,1,12,13,0
5.5,0,0,12,8,1
12.5,0,0,14,18,1
10,0,0,12,9,0
4.4,1,0,12,32,1
18.175,0,0,12,33,1
14.4286,0,0,13,35,1
9.36,1,0,14,13,1
6.75,0,0,12,8,0
8,0,1,12,22,0
22.4286,1,0,12,23,1
13.25,0,0,12,16,0
3.75,0,0,12,14,0
4.85,1,0,16,5,0
17.35,0,0,17,14,1
18.7,0,0,13,15,1
10,1,0,12,28,1
16.6667,0,0,16,10,1
15.375,0,0,16,7,1
21.625,0,0,18,15,1
17.7778,0,0,16,14,1
11.54,1,0,18,18,0
9.71,0,0,12,8,1
6.875,1,0,13,39,1
5,1,0,13,32,1
21.125,0,0,13,31,1
10,0,0,12,32,1
4.375,0,0,15,30,1
17.5,1,0,12,24,1
16.97,0,0,12,15,0
10.75,0,0,12,8,1
8.25,0,0,12,20,1
9.5,1,0,13,14,1
13.5,1,0,12,30,1
12.44,0,0,14,26,1
16,0,0,12,16,1
20.2727,1,0,16,21,1
7,0,0,12,40,1
6,1,0,12,22,1
16.53,0,0,16,28,1
11.4583,0,0,12,15,1
6,0,0,12,8,0
22.8333,1,0,16,9,0
5,1,0,13,10,1
11.2,1,0,13,14,1
19,0,0,12,24,1
4.5,1,0,12,28,1
7.35,1,0,12,11,1
5.5,1,0,10,20,1
4.2,0,0,14,7,0
30,1,0,18,13,1
3.75,0,1,8,37,0
13.58,0,0,12,26,0
4,1,1,10,16,1
3.2258,1,0,14,16,1
17,0,0,12,11,1
10.68,0,0,12,33,1
7.25,1,0,12,11,1
11.5333,0,0,16,16,1
14,0,0,14,11,1
6.44,1,0,12,11,1
11,1,0,12,9,1
17,0,0,12,33,0
24.05,0,0,12,39,1
6,1,0,12,31,1
7.6923,1,0,12,11,0
8.7097,1,0,14,19,1
1.5625,0,0,16,32,1
14,0,0,14,22,1
18.43,0,0,12,40,0
9.0909,0,0,12,30,1
5.5,0,0,11,12,0
9.375,0,0,13,11,1
7.5,1,0,16,7,1
4,1,0,12,12,1
10,1,0,16,5,1
10.75,0,0,12,37,1
15,0,0,12,22,1
3.5714,1,1,11,12,0
15,0,0,13,18,1
7.0312,1,0,11,18,1
13.46,0,0,16,22,1
8,1,0,12,17,0
9.375,0,1,12,32,1
8,1,0,12,12,0
6.2,0,0,10,15,0
6.79,1,0,11,12,0
17.76,1,0,18,12,1
4.5,1,0,13,34,0
10.22,0,0,9,30,1
22.5,1,0,17,31,1
3,1,0,12,21,1
15.93,0,0,8,38,0
19.2,0,0,16,33,1
2.5,0,0,9,11,1
3.9,1,0,16,11,1
4,1,0,12,31,1
10.07,1,0,15,37,1
7.75,0,0,13,11,1
10.8,1,0,12,41,1
15.2,1,0,14,18,1
15.75,0,0,16,7,1
